scientific_name,park_name,observations,category,common_names,conservation_status,missing_conservation_status,status_nb,common_names_length,last_common_name
Panicum rigidulum,Yellowstone National Park,272,Vascular Plant,"Redtop Panicgrass, Redtop Panicum",Not Threatened,True,0,33,Panicum
Trillium simile,Bryce National Park,162,Vascular Plant,Sweet White Trillium,Not Threatened,True,0,20,Trillium
Dumetella carolinensis,Yellowstone National Park,222,Bird,Gray Catbird,Not Threatened,True,0,12,Catbird
Geothlypis trichas,Bryce National Park,103,Bird,Common Yellowthroat,Not Threatened,True,0,19,Yellowthroat
Muhlenbergia asperifolia,Yellowstone National Park,247,Vascular Plant,"Alkali Muhly, Scratchgrass",Not Threatened,True,0,26,Scratchgrass
Entodon seductrix,Great Smoky Mountains National Park,74,Nonvascular Plant,Seductive Entodon Moss,Not Threatened,True,0,22,Moss
Juncus confusus,Yellowstone National Park,280,Vascular Plant,Colorado Rush,Not Threatened,True,0,13,Rush
Castilleja foliolosa,Great Smoky Mountains National Park,45,Vascular Plant,Texas Indian Paintbrush,Not Threatened,True,0,23,Paintbrush
Moehringia lateriflora,Yellowstone National Park,262,Vascular Plant,"Blunt-Leaf Grove-Sandwort, Bluntleaf Sandwort, Grove Sandwort",Not Threatened,True,0,61,Sandwort
Polypodium californicum,Yosemite National Park,145,Vascular Plant,California Polypody,Not Threatened,True,0,19,Polypody
Ceanothus diversifolius,Yosemite National Park,160,Vascular Plant,Pinemat,Not Threatened,True,0,7,Pinemat
Lactuca biennis,Great Smoky Mountains National Park,75,Vascular Plant,Tall Blue Lettuce,Not Threatened,True,0,17,Lettuce
Juncus dichotomus,Great Smoky Mountains National Park,96,Vascular Plant,Rush,Not Threatened,True,0,4,Rush
Schwetschkeopsis fabronia,Great Smoky Mountains National Park,91,Nonvascular Plant,Schwetschkeopsis Moss,Not Threatened,True,0,21,Moss
Platanthera obtusata,Yosemite National Park,142,Vascular Plant,"Bluntleaved Orchid, Northern Small Bog Orchid",Not Threatened,True,0,45,Orchid
Delphinium hansenii ssp. hansenii,Great Smoky Mountains National Park,56,Vascular Plant,Eldorado Larkspur,Not Threatened,True,0,17,Larkspur
Desmognathus imitator,Yellowstone National Park,245,Amphibian,Imitator Salamander,Not Threatened,True,0,19,Salamander
Chrysolepis sempervirens,Bryce National Park,115,Vascular Plant,"Bush Chinquapin, Sierra Chinkapin",Not Threatened,True,0,33,Chinkapin
Castilleja cusickii,Great Smoky Mountains National Park,135,Vascular Plant,"Cusick's Indian Paintbrush, Cusick's Paintbrush",Not Threatened,True,0,47,Paintbrush
Allium brandegeei,Yosemite National Park,170,Vascular Plant,Brandegee's Onion,Not Threatened,True,0,17,Onion
Myosotis laxa,Yosemite National Park,134,Vascular Plant,Bay Forget Me Not,Not Threatened,True,0,17,Not
Platanthera obtusata,Bryce National Park,133,Vascular Plant,"Bluntleaved Orchid, Northern Small Bog Orchid",Not Threatened,True,0,45,Orchid
Hordeum vulgare,Great Smoky Mountains National Park,71,Vascular Plant,Common Barley,Not Threatened,True,0,13,Barley
Platanthera hyperborea,Great Smoky Mountains National Park,98,Vascular Plant,"Northern Bog Orchid, Northern Green Orchid",Not Threatened,True,0,42,Orchid
Hyophila involuta,Great Smoky Mountains National Park,89,Nonvascular Plant,Hyophila Moss,Not Threatened,True,0,13,Moss
Tetrodontium brownianum,Yosemite National Park,142,Nonvascular Plant,Brown's Tetrodontium Moss,Not Threatened,True,0,25,Moss
Cryptantha flaccida,Yellowstone National Park,307,Vascular Plant,Weakstem Cryptantha,Not Threatened,True,0,19,Cryptantha
Carya laciniosa,Bryce National Park,83,Vascular Plant,Shellbark Hickory,Not Threatened,True,0,17,Hickory
Perca flavescens,Great Smoky Mountains National Park,66,Fish,Yellow Perch,Not Threatened,True,0,12,Perch
Epilobium foliosum,Yosemite National Park,130,Vascular Plant,"California Willowherb, Leafy Willowherb",Not Threatened,True,0,39,Willowherb
Ligusticum canadense,Bryce National Park,93,Vascular Plant,"Loveage, Nondo Lovage",Not Threatened,True,0,21,Lovage
Carex laxiculmis,Yellowstone National Park,248,Vascular Plant,"Sedge, Spreading Sedge",Not Threatened,True,0,22,Sedge
Ligustrum sinense,Great Smoky Mountains National Park,34,Vascular Plant,Chinese Privet,Not Threatened,True,0,14,Privet
Rosa palustris,Bryce National Park,103,Vascular Plant,Swamp Rose,Not Threatened,True,0,10,Rose
Lithospermum canescens,Yosemite National Park,158,Vascular Plant,"Hoary Puccoon, Orange Puccoon",Not Threatened,True,0,29,Puccoon
Symphyotrichum undulatum,Bryce National Park,59,Vascular Plant,"Wavyleaf Aster, Waxyleaf Aster",Not Threatened,True,0,30,Aster
Heuchera merriamii,Yellowstone National Park,287,Vascular Plant,Merriam's Alumroot,Not Threatened,True,0,18,Alumroot
Neovison vison,Yosemite National Park,200,Mammal,American Mink,Not Threatened,True,0,13,Mink
Picoides dorsalis,Great Smoky Mountains National Park,62,Bird,American Three-Toed Woodpecker,Not Threatened,True,0,30,Woodpecker
Regulus satrapa,Yosemite National Park,134,Bird,Golden-Crowned Kinglet,Not Threatened,True,0,22,Kinglet
Cottus bairdi,Yosemite National Park,161,Fish,Mottled Sculpin,Not Threatened,True,0,15,Sculpin
Tortula fragilis,Great Smoky Mountains National Park,103,Nonvascular Plant,Fragmented Screw-Moss,Not Threatened,True,0,21,Screw-Moss
Castilleja parviflora,Yosemite National Park,136,Vascular Plant,Mountain Indian Paintbrush,Not Threatened,True,0,26,Paintbrush
Athene cunicularia,Yellowstone National Park,229,Bird,Burrowing Owl,Not Threatened,True,0,13,Owl
Eriophorum gracile,Great Smoky Mountains National Park,66,Vascular Plant,"Slender Cottongrass, Slender Cotton-Grass, Slender Cottonsedge",Not Threatened,True,0,62,Cottonsedge
Monroa squarrosa,Yellowstone National Park,251,Vascular Plant,"False Buffalo Grass, False Buffalograss",Not Threatened,True,0,39,Buffalograss
Dicentra pauciflora,Yellowstone National Park,232,Vascular Plant,Shorthorn Steer's-Head,Not Threatened,True,0,22,Steer's-Head
Malaxis unifolia,Yosemite National Park,146,Vascular Plant,"Adder's Mouth, Green Adder's-Mouth",Not Threatened,True,0,34,Adder's-Mouth
Tamias umbrinus,Yellowstone National Park,270,Mammal,Uinta Chipmunk,Not Threatened,True,0,14,Chipmunk
Salix ligulifolia,Yellowstone National Park,250,Vascular Plant,"Strapleaf Willow, Strap-Leaf Willow",Not Threatened,True,0,35,Willow
Pyrola asarifolia,Great Smoky Mountains National Park,103,Vascular Plant,"Bog Wintergreen, Liverleaf Wintergreen, Pink Wintergreen",Not Threatened,True,0,56,Wintergreen
Homalotheciella subcapillata,Yellowstone National Park,240,Nonvascular Plant,Homalotheciella Moss,Not Threatened,True,0,20,Moss
Carex pedunculata,Yellowstone National Park,230,Vascular Plant,"Longstalk Sedge, Peduncled Sedge",Not Threatened,True,0,32,Sedge
Phoradendron juniperinum,Great Smoky Mountains National Park,72,Vascular Plant,"Incense Cedar Mistletoe, Juniper Mistletoe",Not Threatened,True,0,42,Mistletoe
Calycanthus floridus,Yellowstone National Park,240,Vascular Plant,"Carolina-Allspice, Eastern Sweetshrub",Not Threatened,True,0,37,Sweetshrub
Panicum rigidulum var. elongatum,Great Smoky Mountains National Park,70,Vascular Plant,"Stalked-Fruit Panic Grass, Tall Flat Panic-Grass",Not Threatened,True,0,48,Panic-Grass
Senna obtusifolia,Bryce National Park,128,Vascular Plant,"Java-Bean, Sicklepod",Not Threatened,True,0,20,Sicklepod
Delphinium patens ssp. patens,Bryce National Park,122,Vascular Plant,Zigzag Larkspur,Not Threatened,True,0,15,Larkspur
Oxypolis rigidior,Great Smoky Mountains National Park,100,Vascular Plant,Stiff Cowbane,Not Threatened,True,0,13,Cowbane
Clintonia umbellulata,Yellowstone National Park,224,Vascular Plant,"Speckled Wood Lily, White Clintonia",Not Threatened,True,0,35,Clintonia
Wyethia amplexicaulis,Yellowstone National Park,269,Vascular Plant,"Mule-Ears, Mule's Ear Wyethia, Mulesear Wyethia",Not Threatened,True,0,47,Wyethia
Artemisia abrotanum,Yosemite National Park,132,Vascular Plant,Southernwood,Not Threatened,True,0,12,Southernwood
Ribes rotundifolium,Great Smoky Mountains National Park,54,Vascular Plant,"Appalachian Gooseberry, Round-Leaved Currant",Not Threatened,True,0,44,Currant
Viola lobata ssp. integrifolia,Bryce National Park,77,Vascular Plant,Pine Violet,Not Threatened,True,0,11,Violet
Brassica kaber,Bryce National Park,92,Vascular Plant,"Canola, Charlock Mustard, Kaber Mustard, Rapeseed, Wild Mustard",Not Threatened,True,0,63,Mustard
Thalictrum thalictroides,Bryce National Park,72,Vascular Plant,"Rue-Anemone, Windflower",Not Threatened,True,0,23,Windflower
Juniperus virginiana,Yosemite National Park,134,Vascular Plant,Red Cedar,Not Threatened,True,0,9,Cedar
Lophodytes cucullatus,Bryce National Park,126,Bird,Hooded Merganser,Not Threatened,True,0,16,Merganser
Pohlia longicolla,Bryce National Park,72,Nonvascular Plant,Pohlia Moss,Not Threatened,True,0,11,Moss
Geum canadense,Yellowstone National Park,251,Vascular Plant,White Avens,Not Threatened,True,0,11,Avens
Polemonium viscosum,Great Smoky Mountains National Park,107,Vascular Plant,"Sticky Jacob's-Ladder, Sticky Polemonium",Not Threatened,True,0,40,Polemonium
Monardella lanceolata,Great Smoky Mountains National Park,80,Vascular Plant,"Mustang Mint, Mustang Monardella, Mustang Mountainbalm",Not Threatened,True,0,54,Mountainbalm
Pseudognaphalium macounii,Yellowstone National Park,224,Vascular Plant,Macoun's Cudweed,Not Threatened,True,0,16,Cudweed
Coragyps atratus,Great Smoky Mountains National Park,61,Bird,Black Vulture,Not Threatened,True,0,13,Vulture
Vermivora lawrencei,Bryce National Park,72,Bird,Lawrence's Warbler,Not Threatened,True,0,18,Warbler
Carex misera,Great Smoky Mountains National Park,75,Vascular Plant,"Miserable Sedge, Wretched Sedge",Not Threatened,True,0,31,Sedge
Ursus arctos,Great Smoky Mountains National Park,104,Mammal,"Brown Bear, Grizzly Bear",Not Threatened,True,0,24,Bear
Anaxyrus boreas boreas,Bryce National Park,66,Amphibian,Boreal Toad,Not Threatened,True,0,11,Toad
Alisma triviale,Yosemite National Park,174,Vascular Plant,"Northern Water Plantain, Northern Water-Plantain",Not Threatened,True,0,48,Water-Plantain
Viola porterana,Bryce National Park,95,Vascular Plant,Stone's Violet,Not Threatened,True,0,14,Violet
Napaeozapus insignis,Great Smoky Mountains National Park,74,Mammal,Woodland Jumping Mouse,Not Threatened,True,0,22,Mouse
Neotamias umbrinus,Great Smoky Mountains National Park,89,Mammal,Uinta Chipmunk,Not Threatened,True,0,14,Chipmunk
Odocoileus hemionus,Yosemite National Park,143,Mammal,"Mule Deer, Mule Deer",Not Threatened,True,0,20,Deer
Chimaphila umbellata,Yosemite National Park,138,Vascular Plant,"Pipsissewa, Prince's Pine",Not Threatened,True,0,25,Pine
Carex stenoptila,Great Smoky Mountains National Park,53,Vascular Plant,Riverbank Sedge,Not Threatened,True,0,15,Sedge
Cryptantha fendleri,Yellowstone National Park,316,Vascular Plant,"Fendler's Cryptantha, Sanddune Catseye, Sanddune Cryptantha",Not Threatened,True,0,59,Cryptantha
Polygonum arenastrum,Great Smoky Mountains National Park,62,Vascular Plant,"Common Knotweed, Doorweed, Matweed, Ovalleaf Knotweed, Oval-Leaf Knotweed, Prostrate Knotweed",Not Threatened,True,0,93,Knotweed
Chondestes grammacus,Bryce National Park,82,Bird,Lark Sparrow,Not Threatened,True,0,12,Sparrow
Tilia americana,Bryce National Park,90,Vascular Plant,American Basswood,Not Threatened,True,0,17,Basswood
Eurycea bislineata,Yosemite National Park,158,Amphibian,"Northern Two-Lined Salamander, Two-Lined Salamander",Not Threatened,True,0,51,Salamander
Carex barrattii,Yosemite National Park,116,Vascular Plant,Barratt's Sedge,Not Threatened,True,0,15,Sedge
Cyperus lupulinus ssp. lupulinus,Bryce National Park,83,Vascular Plant,Great Plains Flatsedge,Not Threatened,True,0,22,Flatsedge
Streptopus lanceolatus var. roseus,Yellowstone National Park,279,Vascular Plant,Twistedstalk,Not Threatened,True,0,12,Twistedstalk
Fissidens taxifolius,Great Smoky Mountains National Park,76,Nonvascular Plant,Fissidens Moss,Not Threatened,True,0,14,Moss
Schistidium agassizii,Great Smoky Mountains National Park,76,Nonvascular Plant,Agassiz's Schistidium Moss,Not Threatened,True,0,26,Moss
Avena barbata,Yellowstone National Park,252,Vascular Plant,"Slender Oat, Slender Oats, Slender Wildoat",Not Threatened,True,0,42,Wildoat
Eumeces fasciatus,Great Smoky Mountains National Park,99,Reptile,Five-Lined Skink,Not Threatened,True,0,16,Skink
Tanacetum vulgare,Bryce National Park,108,Vascular Plant,Common Tansy,Not Threatened,True,0,12,Tansy
Vulpia bromoides,Yellowstone National Park,247,Vascular Plant,Fescue,Not Threatened,True,0,6,Fescue
Opuntia humifusa,Bryce National Park,64,Vascular Plant,Pricklypear,Not Threatened,True,0,11,Pricklypear
Liatris scariosa,Great Smoky Mountains National Park,33,Vascular Plant,Devil's Bite,Not Threatened,True,0,12,Bite
Eragrostis pilosa,Yosemite National Park,169,Vascular Plant,Indian Lovegrass,Not Threatened,True,0,16,Lovegrass
Allium bisceptrum var. bisceptrum,Bryce National Park,105,Vascular Plant,Twincrest Onion,Not Threatened,True,0,15,Onion
Ranunculus hebecarpus,Yellowstone National Park,270,Vascular Plant,"Delicate Buttercup, Downy-Fruit Buttercup",Not Threatened,True,0,41,Buttercup
Filago gallica,Bryce National Park,90,Vascular Plant,Narrowleaf Cottonrose,Not Threatened,True,0,21,Cottonrose
Stephanomeria virgata ssp. pleurocarpa,Great Smoky Mountains National Park,60,Vascular Plant,Wand Wirelettuce,Not Threatened,True,0,16,Wirelettuce
Salix sericea,Bryce National Park,82,Vascular Plant,Silky Willow,Not Threatened,True,0,12,Willow
Prunus,Yellowstone National Park,247,Vascular Plant,"Chokecherry, Plum",Not Threatened,True,0,17,Plum
Carex aurea,Yellowstone National Park,245,Vascular Plant,"Golden Sedge, Golden-Fruit Sedge",Not Threatened,True,0,32,Sedge
Dendroica tigrina,Yellowstone National Park,220,Bird,Cape May Warbler,Not Threatened,True,0,16,Warbler
Platygyrium repens,Bryce National Park,113,Nonvascular Plant,Platygyrium Moss,Not Threatened,True,0,16,Moss
Gymnopogon ambiguus,Great Smoky Mountains National Park,66,Vascular Plant,Bearded Skeletongrass,Not Threatened,True,0,21,Skeletongrass
Rumex acetosella,Bryce National Park,98,Vascular Plant,"Sheep Sorrel, Sheep Sorrell",Not Threatened,True,0,27,Sorrell
Peromyscus californicus,Bryce National Park,101,Mammal,California Mouse,Not Threatened,True,0,16,Mouse
Sphagnum affine,Yosemite National Park,164,Nonvascular Plant,Sphagnum,Not Threatened,True,0,8,Sphagnum
Juncus dudleyi,Yellowstone National Park,255,Vascular Plant,Dudley's Rush,Not Threatened,True,0,13,Rush
Thamnophis couchii,Great Smoky Mountains National Park,87,Reptile,Sierra (Aquatic) Garter Snake,Not Threatened,True,0,29,Snake
Spiranthes vernalis,Yellowstone National Park,245,Vascular Plant,"Early Lady's Tresses, Grassleaf Ladies'-Tresses",Not Threatened,True,0,47,Ladies'-Tresses
Lycopodium digitatum,Yosemite National Park,129,Vascular Plant,Running-Pine,Not Threatened,True,0,12,Running-Pine
Potentilla glandulosa ssp. reflexa,Yosemite National Park,143,Vascular Plant,Sticky Cinquefoil,Not Threatened,True,0,17,Cinquefoil
Cinna latifolia,Yosemite National Park,149,Vascular Plant,"Slender Wood Reedgrass, Woodreed",Not Threatened,True,0,32,Woodreed
Hepatica nobilis var. acuta,Bryce National Park,70,Vascular Plant,Sharp-Lobed Hepatica,Not Threatened,True,0,20,Hepatica
Potentilla anserina,Bryce National Park,96,Vascular Plant,Silverweed Cinquefoil,Not Threatened,True,0,21,Cinquefoil
Glechoma hederacea,Bryce National Park,114,Vascular Plant,"Gill-Over-The-Ground, Ground Ivy",Not Threatened,True,0,32,Ivy
Gavia immer,Yosemite National Park,152,Bird,Common Loon,Species of Concern,False,2,11,Loon
Rudbeckia hirta,Great Smoky Mountains National Park,49,Vascular Plant,Blackeyed Susan,Not Threatened,True,0,15,Susan
Potamogeton gramineus,Yellowstone National Park,214,Vascular Plant,"Grassy Pondweed, Variableleaf Pondweed",Not Threatened,True,0,38,Pondweed
Trifolium aureum,Great Smoky Mountains National Park,98,Vascular Plant,Yellow Or Hop-Clover,Not Threatened,True,0,20,Hop-Clover
Aphanorrhegma serratum,Yellowstone National Park,263,Nonvascular Plant,Serrate Aphanorrhegma Moss,Not Threatened,True,0,26,Moss
Carex gracilescens,Great Smoky Mountains National Park,107,Vascular Plant,Slender Looseflower Sedge,Not Threatened,True,0,25,Sedge
Rhododendron maximum,Great Smoky Mountains National Park,88,Vascular Plant,"Great Laurel, Rosebay Rhododendron",Not Threatened,True,0,34,Rhododendron
Rhytidiadelphus triquetrus,Yosemite National Park,128,Nonvascular Plant,Rough Goose Neck Moss,Not Threatened,True,0,21,Moss
Geranium carolinianum,Great Smoky Mountains National Park,92,Vascular Plant,"Carolina Cranesbill, Carolina Crane's-Bill",Not Threatened,True,0,42,Crane's-Bill
Acer rubrum var. rubrum,Yosemite National Park,147,Vascular Plant,Red Maple,Not Threatened,True,0,9,Maple
Juncus vaseyi,Yellowstone National Park,232,Vascular Plant,"Vasey Rush, Vasey's Rush",Not Threatened,True,0,24,Rush
Sonchus arvensis,Great Smoky Mountains National Park,86,Vascular Plant,"Creeping Sowthistle, Field Sowthistle, Field Sow-Thistle, Perennial Sowthistle, Sowthistle",Not Threatened,True,0,90,Sowthistle
Nemophila menziesii var. menziesii,Great Smoky Mountains National Park,49,Vascular Plant,Baby Blue Eyes,Not Threatened,True,0,14,Eyes
Viola septemloba,Bryce National Park,131,Vascular Plant,Violet,Not Threatened,True,0,6,Violet
Disporum hookeri,Great Smoky Mountains National Park,47,Vascular Plant,Drops Of Gold,Not Threatened,True,0,13,Gold
Campanula rapunculoides,Yosemite National Park,155,Vascular Plant,"Creeping Bellflower, Rampion Bellflower, Rover Bellflower",Not Threatened,True,0,57,Bellflower
Deschampsia elongata,Great Smoky Mountains National Park,71,Vascular Plant,Slender Hairgrass,Not Threatened,True,0,17,Hairgrass
Tonestus lyallii,Yosemite National Park,172,Vascular Plant,"Alpine Goldenweed, Lyall's Goldenweed",Not Threatened,True,0,37,Goldenweed
Selasphorus rufus,Bryce National Park,106,Bird,Rufous Hummingbird,Species of Concern,False,2,18,Hummingbird
Stuckenia vaginata,Yellowstone National Park,298,Vascular Plant,Sheathed Pondweed,Not Threatened,True,0,17,Pondweed
Corydalis sempervirens,Yosemite National Park,188,Vascular Plant,Pale Corydalis,Not Threatened,True,0,14,Corydalis
Anomodon rugelii,Bryce National Park,95,Nonvascular Plant,Rugel's Anomodon Moss,Not Threatened,True,0,21,Moss
Berteroa incana,Yosemite National Park,154,Vascular Plant,"Hoary Alyssum, Hoary False Alyssum, Hoary False Madwort",Not Threatened,True,0,55,Madwort
